time,odom_x,odom_y,odom_theta,est_x,est_y,est_theta,diff,rate_of_change,expected_change,particle_std_x,particle_std_y,particle_std_theta,linear_vel,angular_vel,anomaly_detected,attack_active
1757357222.7712185,0.8507631393273488,0.518044821865732,-1.6332,0.11829985432926483,-0.0009476720854859061,-0.20050652574422229,1.6906999331114259,0.008637186219393213,0.0,0.012990716073569438,0.0004261010577720849,0.00893245270085332,0.0,0.0,0,0
1757357222.8042858,0.8507631393273488,0.518044821865732,-1.6333,0.1263847621219267,-0.0010100736685452229,-0.22029068391685427,1.670550012803753,0.003325619048373814,0.0,0.017347631154484178,0.0004180146299167585,0.011448349845064766,0.0,0.0,0,0
1757357222.9519467,0.8507631393273488,0.518044821865732,-1.6333,0.13893188920262728,-0.0011721141037631536,-0.23584797076075306,1.6520175935130241,0.0,0.0,0.019402266660430413,0.0005154088628191766,0.010728727619996742,0.0,0.0,0,0
1757357222.954821,0.8507631393273488,0.518044821865732,-1.6334,0.1547825683142625,-0.0012172679613217253,-0.25120936927179527,1.6323213570961124,1.7331834710741894,0.0,0.017161198703651716,0.000567995988320451,0.0102751112656864,0.0,0.0,0,0
1757357222.9580474,0.8507631393273488,0.518044821865732,-1.6335,0.16070600872272356,-0.0012964097945960327,-0.27963199610011447,1.6058806712781046,4.2799020408158555,0.0,0.008153773281049288,0.0004226701201293505,0.010857034239532298,0.0,0.0,0,0
1757357222.9612906,0.8507631393273488,0.518044821865732,-1.6336,0.17360515501614793,-0.0014146712108558384,-0.302978638973868,1.5808017924720448,0.8322031746030829,0.0,0.008514164096383448,0.0003849253959691072,0.007691964300031171,0.0,0.0,0,0
1757357222.972269,0.8507631393273488,0.518044821865732,-1.6337,0.1843785206817978,-0.0013808582422091176,-0.32158443929722064,1.5606148601629237,0.015439534712506583,0.0,0.006879944774051635,0.00043066547717695376,0.007842024225842964,0.0,0.0,0,0
1757357223.0043721,0.8507631393273488,0.518044821865732,-1.6337,0.19104494256902935,-0.0012381812620310302,-0.34033211476677405,1.5419738723545557,0.0,0.0,0.008901017910781132,0.0006194030132754364,0.009029661114480978,0.0,0.0,0,0
1757357223.038041,0.8507631393273488,0.518044821865732,-1.6338,0.19748819821358501,-0.0008125629741639112,-0.36002012643528936,1.5226609277145773,0.003326331149776784,0.0,0.011431805183971492,0.0008366137345799709,0.009964230653495516,0.0,0.0,0,0
1757357223.0715458,0.8507631393273488,0.518044821865732,-1.6339,0.20514180569402118,-0.0003751576845801263,-0.3827700071754556,1.5003041160326684,0.003370651579928267,0.0,0.010876887502460353,0.0007105101060983882,0.008001393663952323,0.0,0.0,0,0
1757357223.1069064,0.8507631393273488,0.518044821865732,-1.634,0.21609790417260752,-0.00019023628181278536,-0.3969086481075133,1.4838337336556249,0.003107812685239729,0.0,0.01286433655396769,0.0006349446571644363,0.008400236387929624,0.0,0.0,0,0
1757357223.1380322,0.8507631393273488,0.518044821865732,-1.6341,0.22884303239919568,-0.0002600072521345657,-0.4147457166255966,1.4636425054199307,0.0036502998181151504,0.0,0.015328660667314906,0.0006006422845603018,0.009128802908462989,0.0,0.0,0,0
1757357223.1713543,0.8507631393273488,0.518044821865732,-1.6342,0.2404988861523009,-0.0004560487052132901,-0.4316889964976516,1.4447485334930616,0.0033744480916518133,0.0,0.015147016832179318,0.0006471573894463992,0.009861406829748039,0.0,0.0,0,0
1757357223.21079,0.8507631393273488,0.518044821865732,-1.6343,0.25042664492170574,-0.0006297445995614174,-0.44714096748596,1.4278563586344704,0.0028047290429569476,0.0,0.011794906672760388,0.0005422395829267109,0.00869674723531316,0.0,0.0,0,0
1757357223.237686,0.8507631393273488,0.518044821865732,-1.6343,0.256208789851918,-0.0006602249451768671,-0.46460213089617264,1.4109368891106697,0.0,0.0,0.012492649845899977,0.0006112651128129949,0.009655048724353516,0.0,0.0,0,0
1757357223.2710242,0.8507631393273488,0.518044821865732,-1.6344,0.26848749130195126,-0.0009844485712060627,-0.4809774893484148,1.392415096848459,0.0033288391177704094,0.0,0.012684449952761372,0.0007058601349319575,0.00786143021127117,0.0,0.0,0,0
1757357223.3076715,0.8507631393273488,0.518044821865732,-1.6345,0.2794785655280697,-0.0012234203905149364,-0.49875633520435814,1.3732877498180605,0.0030196138284542613,0.0,0.011033762194448175,0.000608890310548669,0.009547864985329594,0.0,0.0,0,0
1757357223.3377516,0.8507631393273488,0.518044821865732,-1.6345,0.2833010314513305,-0.0010614582391241477,-0.5225846196639391,1.3519764742580702,0.0,0.0,0.009420424800829608,0.0005631546103770558,0.011023375471431632,0.0,0.0,0,0
1757357223.3708916,0.8507631393273488,0.518044821865732,-1.6346,0.28917924973530046,-0.0009367418133565447,-0.5436118375173212,1.3322813138243206,0.0033427940672491594,0.0,0.010396477872766001,0.0007548829406462847,0.01073045546627822,0.0,0.0,0,0
1757357223.4083457,0.8507631393273488,0.518044821865732,-1.6347,0.3000518356934239,-0.0003312557397694103,-0.572714473756186,1.303767600354907,0.0029088528410230446,0.0,0.010602688765073504,0.0006743189353396123,0.013005090665326345,0.0,0.0,0,0
1757357223.438691,0.8507631393273488,0.518044821865732,-1.6348,0.3119300254172476,-3.9547803240140335e-05,-0.5950577982990495,1.2805531557648406,0.0037135809464779656,0.0,0.008618624400406808,0.00037628605685510876,0.008577284481658991,0.0,0.0,0,0
1757357223.4717302,0.8507631393273488,0.518044821865732,-1.6348,0.31960646374039003,3.276991424172072e-05,-0.6151220051508481,1.2610341443304263,0.0,0.0,0.0099146559793827,0.0004837696610614025,0.011002161780241273,0.0,0.0,0,0
1757357223.5066934,0.8507631393273488,0.518044821865732,-1.6349,0.3254467657489222,-6.585946066748969e-05,-0.6365016253125554,1.241448865250851,0.0031715923354956204,0.0,0.011049727547284255,0.0006326269540800002,0.009722212771179062,0.0,0.0,0,0
1757357223.5382872,0.8507631393273488,0.518044821865732,-1.635,0.3339775695106938,-0.00010638943378142971,-0.6513709310871215,1.2259992447600832,0.0035033694726111643,0.0,0.013964850638768084,0.0007340848834721374,0.0105899579704892,0.0,0.0,0,0
1757357223.5718746,0.8507631393273488,0.518044821865732,-1.635,0.3437820512123109,-0.00013316545896071777,-0.6667529932579529,1.2095621175942601,0.0,0.0,0.01472346088724672,0.0007795959009575665,0.009417632620796092,0.0,0.0,0,0
1757357223.610128,0.8507631393273488,0.518044821865732,-1.6351,0.35819133404683917,-0.00027995006634198616,-0.6807391631524263,1.1925150562840445,0.0028491977447181157,0.0,0.014353762111512467,0.0006885687087505981,0.00873077675103691,0.0,0.0,0,0
1757357223.6377811,0.8507631393273488,0.518044821865732,-1.6351,0.3717944646373233,-0.00020035161768237336,-0.6981192368155723,1.1729970169403017,0.0,0.0,0.013127737217523725,0.0005978436053108946,0.010458052743837667,0.0,0.0,0,0
1757357223.6724167,0.8507631393273488,0.518044821865732,-1.6352,0.3882556462554893,-0.00028535093333728574,-0.7177108658482962,1.1508108708506242,0.0032447580146054106,0.0,0.012997341434446266,0.00048634708889290875,0.009355182456121354,0.0,0.0,0,0
1757357223.705849,0.8507631393273488,0.518044821865732,-1.6353,0.3972442226082809,-0.00028257843452720184,-0.7321856075715114,1.1357633149276922,0.0033228263366787913,0.0,0.010685102231946025,0.0005772142322000682,0.009092014063268346,0.0,0.0,0,0
1757357223.7378342,0.8507631393273488,0.518044821865732,-1.6354,0.4051011972819118,-0.00032938722411267123,-0.7500036897751846,1.1185942130178173,0.0034981684737277214,0.0,0.012291079732530564,0.0006682017774322058,0.010270785375203567,0.0,0.0,0,0
1757357223.7722878,0.8507631393273488,0.518044821865732,-1.6354,0.4109731069229492,-0.0003326571250570961,-0.7668230291337704,1.1029761727463852,0.0,0.0,0.012747829610639777,0.0006494834359883183,0.011967261680008742,0.0,0.0,0,0
1757357223.808325,0.8507631393273488,0.518044821865732,-1.6355,0.4134024662968306,-0.0004389291632583099,-0.7845354428417926,1.0882327122147468,0.0030584103835493205,0.0,0.012715562679646741,0.0006206382250671393,0.011617795616847877,0.0,0.0,0,0
1757357223.8390715,0.8507631393273488,0.518044821865732,-1.6356,0.42611052427062174,-0.0004488372999701327,-0.8019880810536038,1.0696141124158045,0.0036188366033369037,0.0,0.016401421624755073,0.0005150864763822095,0.01008890947538821,0.0,0.0,0,0
1757357223.871097,0.8507631393273488,0.518044821865732,-1.6357,0.4508648179302654,-0.0005240252572705144,-0.8186764514632986,1.0470720106688882,0.0035075003554072455,0.0,0.014307739856122974,0.0005056439729620142,0.009343602490772498,0.0,0.0,0,0
1757357223.9111073,0.8507631393273488,0.518044821865732,-1.6357,0.46585650772607934,-0.0006210867775814563,-0.8341862531033472,1.029364719768334,0.0,0.0,0.011754726620694898,0.0005442265408601324,0.008798545343195076,0.0,0.0,0,0
1757357223.937551,0.8507631393273488,0.518044821865732,-1.6358,0.47388401742848,-0.0004707342234327979,-0.8502340964964572,1.01390830116784,0.004246407419031049,0.0,0.012618247005586782,0.000610187937249226,0.01168722351497414,0.0,0.0,0,0
1757357223.9716957,0.8507631393273488,0.518044821865732,-1.6358,0.47757949245073367,-0.00021090071566332326,-0.8726886355912997,0.995084912343767,0.0,0.0,0.011336385851398605,0.000628017420000481,0.01289141638506853,0.0,0.0,0,0
