time,odom_x,odom_y,odom_theta,lidar_x,lidar_y,est_x,est_y,est_theta,diff,rate_of_change,expected_change,covariance_trace,linear_vel,angular_vel,anomaly_detected,attack_active
1757356695.399014,0.0,0.0,-0.7387,0.0,0.0,0.0,0.0,-0.7324379424804599,0.008626818587355145,0.008658940110240794,0.0,0.06336478155555714,0.0,0.0,0,0
1757356695.4324641,0.0,0.0,-0.7388,0.0,0.0,0.0,0.0,-0.7364155333492267,0.003293727555700121,0.0029937930049961014,0.0,0.06370011251806804,0.0,0.0,0,0
1757356695.5874312,0.0,0.0,-0.7389,0.0,0.0,0.0,0.0,-0.7469999523293434,0.011793964223931641,0.0006456868045591264,0.0,0.07008619408791408,0.0,0.0,0,0
1757356695.5879195,0.0,0.0,-0.7389,0.0,0.0,0.0,0.0,-0.7446554758898034,0.008135004205309437,0.0,0.0,0.06627171340121268,0.0,0.0,0,0
1757356695.5880141,0.0,0.0,-0.739,0.0,0.0,0.0,0.0,-0.7430639173449232,0.005659092867206561,2.4105195402296196,0.0,0.06450266093667152,0.0,0.0,0,0
1757356695.5908723,0.0,0.0,-0.7391,0.0,0.0,0.0,0.0,-0.7421395177030193,0.004202734541353004,0.036164028280734076,0.0,0.06372683282328763,0.0,0.0,0,0
1757356695.5992913,0.0,0.0,-0.7391,0.0,0.0,0.0,0.0,-0.7418254024839991,0.0037576685933287113,0.0,0.0,0.06344056770593468,0.0,0.0,0,0
1757356695.6325974,0.0,0.0,-0.7392,0.0,0.0,0.0,0.0,-0.7431524681295127,0.005467805789893476,0.003010078798926051,0.0,0.06385721112018018,0.0,0.0,0,0
1757356695.7922587,0.0,0.0,-0.7393,0.0,0.0,0.0,0.0,-0.7510852942070058,0.017399750025754335,0.0006266337386585181,0.0,0.07176859306144931,0.0,0.0,0,0
1757356695.7928488,0.0,0.0,-0.7393,0.0,0.0,0.0,0.0,-0.7476008193907767,0.011811210848757137,0.0,0.0,0.06703283762605826,0.0,0.0,0,0
1757356695.7929554,0.0,0.0,-0.7394,0.0,0.0,0.0,0.0,-0.7452741395571281,0.008207648674105283,1.1155063829786005,0.0,0.06486428533053368,0.0,0.0,0,0
1757356695.7956784,0.0,0.0,-0.7395,0.0,0.0,0.0,0.0,-0.7438089288485441,0.005968792163172809,0.03841641326254071,0.0,0.06390982977616123,0.0,0.0,0,0
1757356695.8026385,0.0,0.0,-0.7395,0.0,0.0,0.0,0.0,-0.742991469128859,0.004818106256899823,0.0,0.0,0.06352335499004397,0.0,0.0,0,0
1757356695.8326275,0.0,0.0,-0.7396,0.0,0.0,0.0,0.0,-0.7436402900777168,0.005591341700555419,0.0033415690054888407,0.0,0.06388858191124745,0.0,0.0,0,0
1757356695.9970007,0.0,0.0,-0.7397,0.0,0.0,0.0,0.0,-0.750362348533966,0.015897385094619243,0.0006086711208372087,0.0,0.07302291791242727,0.0,0.0,0,0
1757356695.9974778,0.0,0.0,-0.7397,0.0,0.0,0.0,0.0,-0.7471767995089807,0.010688834812082937,0.0,0.0,0.0675968741212855,0.0,0.0,0,0
1757356695.9975505,0.0,0.0,-0.7398,0.0,0.0,0.0,0.0,-0.7450690808823106,0.007379484347214249,2.3831272727270103,0.0,0.06512561444734827,0.0,0.0,0,0
1757356696.00143,0.0,0.0,-0.7399,0.0,0.0,0.0,0.0,-0.743796079342983,0.005405586064141654,0.026465825340734085,0.0,0.06408136726740579,0.0,0.0,0,0
1757356696.0015268,0.0,0.0,-0.7399,0.0,0.0,0.0,0.0,-0.7427265858532286,0.0038985997797978955,0.0,0.0,0.06345936702688738,0.0,0.0,0,0
1757356696.0348496,0.0,0.0,-0.74,0.0,0.0,0.0,0.0,-0.7434346182260427,0.0047561978882172395,0.0030260841960964885,0.0,0.06396512745691704,0.0,0.0,0,0
1757356696.201934,0.0,0.0,-0.7401,0.0,0.0,0.0,0.0,-0.7490729175388151,0.013478725906784783,0.0005989099315600856,0.0,0.074020700974441,0.0,0.0,0,0
1757356696.2025201,0.0,0.0,-0.7402,0.0,0.0,0.0,0.0,-0.7464037431331664,0.008900460210397032,0.2008766283524683,0.0,0.0680430782353263,0.0,0.0,0,0
1757356696.2026222,0.0,0.0,-0.7402,0.0,0.0,0.0,0.0,-0.7446233270439191,0.006205972169599727,0.0,0.0,0.0653317589409573,0.0,0.0,0,0
1757356696.205504,0.0,0.0,-0.7403,0.0,0.0,0.0,0.0,-0.743517437758915,0.00446704691098565,0.03588555783709393,0.0,0.06415429042505241,0.0,0.0,0,0
1757356696.205603,0.0,0.0,-0.7404,0.0,0.0,0.0,0.0,-0.7426609149417301,0.0031195009870613744,2.467237647058552,0.0,0.06349497295253897,0.0,0.0,0,0
1757356696.2326899,0.0,0.0,-0.7405,0.0,0.0,0.0,0.0,-0.7430466940485848,0.003522429309325781,0.0037139097711109885,0.0,0.06382382865459534,0.0,0.0,0,0
1757356696.4043949,0.0,0.0,-0.7405,0.0,0.0,0.0,0.0,-0.7478850606905709,0.011137854237403766,0.0,0.0,0.07461711353946808,0.0,0.0,0,0
1757356696.4074667,0.0,0.0,-0.7406,0.0,0.0,0.0,0.0,-0.7457567429051543,0.007423183177083903,0.03289392204532616,0.0,0.06848413976949465,0.0,0.0,0,0
1757356696.4075382,0.0,0.0,-0.7407,0.0,0.0,0.0,0.0,-0.744299243047946,0.005058155043110357,3.0615357664230203,0.0,0.06553311110224469,0.0,0.0,0,0
1757356696.4154198,0.0,0.0,-0.7407,0.0,0.0,0.0,0.0,-0.7435223367467637,0.003928381103714962,0.0,0.0,0.06444420614266747,0.0,0.0,0,0
1757356696.4157007,0.0,0.0,-0.7408,0.0,0.0,0.0,0.0,-0.742771619366029,0.002723920211725739,2.621439999999711,0.0,0.06363464480331363,0.0,0.0,0,0
1757356696.4326408,0.0,0.0,-0.7409,0.0,0.0,0.0,0.0,-0.7427566897485728,0.002564217208301023,0.0059457408956232905,0.0,0.06363978660958292,0.0,0.0,0,0
1757356696.6116073,0.0,0.0,-0.7409,0.0,0.0,0.0,0.0,-0.7469497807627818,0.009163629091388903,0.0,0.0,0.0752402745141288,0.0,0.0,0,0
1757356696.6118994,0.0,0.0,-0.741,0.0,0.0,0.0,0.0,-0.745137656868031,0.005958238144017969,0.4364520291362683,0.0,0.06855109361922829,0.0,0.0,0,0
1757356696.6119847,0.0,0.0,-0.7411,0.0,0.0,0.0,0.0,-0.7439733521982659,0.004038712047074844,3.3288126984123316,0.0,0.06556234713082472,0.0,0.0,0,0
1757356696.6147761,0.0,0.0,-0.7411,0.0,0.0,0.0,0.0,-0.7432340472047161,0.0029657256808872656,0.0,0.0,0.06426681699996517,0.0,0.0,0,0
1757356696.6148722,0.0,0.0,-0.7412,0.0,0.0,0.0,0.0,-0.7426744261967476,0.0020353603988083613,2.5731926380365264,0.0,0.06354907693204138,0.0,0.0,0,0
1757356696.6339931,0.0,0.0,-0.7413,0.0,0.0,0.0,0.0,-0.7427508030900791,0.002003486245970465,0.005334364348577527,0.0,0.06363849067910163,0.0,0.0,0,0
1757356696.8163183,0.0,0.0,-0.7414,0.0,0.0,0.0,0.0,-0.7462789704057037,0.007421161665557396,0.0005487183110015069,0.0,0.07584821111464213,0.0,0.0,0,0
1757356696.816731,0.0,0.0,-0.7415,0.0,0.0,0.0,0.0,-0.7448195723675111,0.0047897365034111905,0.27887659574495977,0.0,0.06882164120172528,0.0,0.0,0,0
1757356696.8167803,0.0,0.0,-0.7415,0.0,0.0,0.0,0.0,-0.7438598395667286,0.0033201850126488575,0.0,0.0,0.0656848161244481,0.0,0.0,0,0
1757356696.8238583,0.0,0.0,-0.7416,0.0,0.0,0.0,0.0,-0.7433622364202512,0.0024537884119502085,0.014346858217887936,0.0,0.06449477341939486,0.0,0.0,0,0
1757356696.823967,0.0,0.0,-0.7417,0.0,0.0,0.0,0.0,-0.7429036921588003,0.001663314537516447,2.542002424242144,0.0,0.06365859676772716,0.0,0.0,0,0
1757356696.8327146,0.0,0.0,-0.7417,0.0,0.0,0.0,0.0,-0.742739424308437,0.0014329792646814443,0.0,0.0,0.06343741410168716,0.0,0.0,0,0
1757356696.9823952,0.0,0.0,-0.7418,0.0,0.0,0.0,0.0,-0.7451807038400631,0.0049864149290392845,0.0006682754675915527,0.0,0.0720700197644693,0.0,0.0,0,0
